span_anchor_teitok_id,span_anchor_chapter,span_offset,beck_dmm_id,beck_greek_lemma,beck_latin_lemma,beck_degree,cardinality,berendes_teitok_id,berendes_teitok_candidates,berendes_degree,berendes_book_num,berendes_chapter_raw,berendes_chapter_keys,berendes_term,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_book,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,wechel_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,mattioli_book,mattioli_chapter_decimal,mattioli_chapter_roman,mattioli_greek,mattioli_latin,ruel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_book,barbaro_page,barbaro_chapter,barbaro_term,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,wellmann_greek_text
e-53,1.45,0,DMM1037,ῥαφάνινον,Oil of radish,,,e-53,,,1,1.45,1.45,Rettig?l,,,,,,,,,Liber primus,27,Cap. XLV,De Raphanino oleo,61,,,,,,Liber primus,40,0v,Cap XLIIII,De rhaphanino,De rhaphanino,44,Enarratio 38,"De oleo raphanino (oleum raphaninum, oleum e semine radiculae, oleum e semine raphani)",XLVI,11,5,Oleum raphaninum,1.46,div-41,MELANTHELAION,w-37,1,37,ῥαφάνινον,ῥαφάνινον
e-53,1.45,1,DMM1037,ῥαφάνινον,Oil of radish,,,e-54,,,1,1.46,1.46,Schwarzk?mmel?l,,,,,,,,,Liber primus,27,Cap. XLVI,De Melanthino oleo,61,,,,,,Liber primus,40,0v,Cap XLV,De melano,De melano,45,Enarratio 39,"De oleo e nigella (oleum de nigella, oleum melanthinum)",XLVII,11,5,Oleum melanthinum,1.46,div-41,MELANTHELAION,w-37,1,37,ῥαφάνινον,ῥαφάνινον
e-55,1.47,0,DMM1038,σινάπινον,Mustard oil,,,e-55,,,1,1.47,1.47,Senf?l,,,,,,,,,Liber primus,27,Cap. XLVII,De Sinapino oleo,61,,,,,,Liber primus,40,0v,Cap XLVI,De sinapino,De sinapino,45,Enarratio 40,"De oleo sinapino (oleum sinapinum, oleum e sinapi). Textus quadragesimi enarratio. De oleo myrtino (oleum myrtinum, oleum myrteum)",XLVIII,11,5,Oleum sinapinum,1.48,div-43,MURSINELAION,w-38,1,38,σινάπινον,σινάπινον
e-56,1.48,0,DMM1039,μυρσίνινον,Oil of myrtle,,,e-56,,,1,1.48,1.48,Myrten?l,,,,Libro primero,37,Cap XXXIIII,Del Oleo Myrtino,49,Liber primus,27,Cap. XLVIII,De Myrtino oleo,61,,1.37,XXXVII,Μυρσίνινον ἔλαιον,MYRTEUM OLEUM,Liber primus,40,0v,Cap XLVII,De Myrteo oleo,De myrteo oleo,45,Enarratio 41,"De oleo oleo myrtino (oleum myrtinum, oleum myrteum)",XLIX,11,5,Oleum myrteum,1.49,div-44,DAPHNELAION,w-39,1,39,μυρσίνινον,μυρσίνινον
e-57,1.49,0,DMM1040,δάφνινον,Oil of sweet bay,,,e-57,,,1,1.49,1.49,Lorbeer?l,61,Chap. XXXVIII,De l'huile laurin.,Libro primero,38,Cap XXXV,Del Oleo Laurino,50,Liber primus,28,Cap. XLIX,De Laurino oleo,62,,1.38,XXXVIII,Δάφνινον ἔλαιον,LAURINUM OLEUM,Liber primus,40,0v,Cap XLVIII,De laurino,De laurino,56,Enarratio 42,De oleo laurino (oleum laurinum),L,11,5,Oleum laurinum,1.50,div-45,SCHINELAION,w-40,1,40,δάφνινον,δάφνινον
e-58,1.50,0,DMM1041,σχίνινον,Oil of mastic,,,e-58,,,1,1.50,1.50,Oel des Mastixbaumes,61,Chap. XXXIX,De l'huile de lentisque et terebinthe.,Libro primero,38,Cap XXXVI,"De Oleo de Lentisco, y Terebinto",50,Liber primus,28,Cap. L,De Lentiscino et Terebinthino,62,,1.39,XXXIX,Σχίνινον ἔλαιον,LENTISCINUM OLEUM,Liber primus,41,10r,Cap XLIX,De lentiscino,De lentiscino,56,Enarratio 43,De oleo lentiscino (oleum lentiscimum). De oleo terebinthino (oleum terebinthinum),LI; LII,11,5,Oleum lentiscinum; Oleum terebinthinum,1.51,div-46,MASTICHELAION,w-41,1,41,σχίνινον,σχίνινον
e-59,1.52,0,DMM1042,μαστίχινον,Mastic oil,,,e-59,,,1,1.52,1.52,Die Zusammensetzung der Salb?le,62,Chap. XLI,De la composition des unguens.,Libro primero,38,Cap XXXVIII,Como se han de preparar los unguentos,50,Liber primus,29,Cap. LII,De unguentorum compositione,63,,1.41,XLI,Μύρων σύνθεσις,UNGUENTORUM COMPOSITIO,Liber primus,41,10r,Cap LI,De unguentorum ratione,De unguentorum ratione,58,Enarratio 45,De ungnentorum confectionibus,LIIII,11,5,Unguenta in commune,1.52,div-47,MURON SUNTHESIS,w-42,1,42,μαστίχινον,μαστίχινον
e-60,1.53,0,DMM1043,ῥοδίνου σκευασία,Preparation of unguent of roses,,,e-60,,,1,1.53,1.53,Die Bereitung des Rosen?ls,62,Chap. XLII,De l'unguent rosat.,Libro primero,38,Cap XXXIX,Del Unguento rosado,50,Liber primus,29,Cap. LIII,De Rosacei praeparatione,63,,1.42,XLII,Ῥόδινον,ROSACEUM,Liber primus,41,10r,Cap LII,De rosaceo,De rosaceo,58,Enarratio 46,De unguento sive oleo rosaceo,LV,12,0,Unguentum rosaceum,1.53,div-48,RHODINON,w-43,1,43,ῥοδίνου σκευασία,ῥοδίνου σκευασία
e-61,1.54,0,DMM1044,ἐλατίνου σκευασία,Preparation of unguent of date palm,,,e-61,,,1,1.54,1.54,Die Bereitung des Elats?ls,62,Chap. XLIII,De l'unguent elatin.,Libro primero,39,Cap XL,Del Unguento Elatino,51,Liber primus,30,Cap. LIIII,De Elatini confectione,64,,1.43,XLIII,Ἐλάτινον,ELATINUM,Liber primus,42,0v,Cap LIII,De elatino,De elatino,59,Enarratio 47,"De oleo elatino (oleum elatinon, unguentum elatinum, unguentum e cortice palmae)",LVI,12,0,Unguentum elatinum,1.54,div-49,ELATINON,w-44,1,44,ἐλατίνου σκευασία,ἐλατίνου σκευασία
e-62,1.55,0,DMM1045,μελίνου σκευασία,Preparation of unguent of quince,,,e-62,,,1,1.55,1.55,Die Bereitung des Quitten?ls,63,Chap. XLIIII,De l'unguent melin.,Libro primero,39,Cap XLI,Del Melino,51,Liber primus,31,Cap. LV,De Melini compositione,65,,1.44,XLIV,Μήλινον,MELINUM,Liber primus,42,0v,Cap LIIII,De Melino,De melino,59,Enarratio 48,"De oleo melino (oleum melinum, oleum ex malis cotoneis, oleum de malis citonijs, vel cidonijs)",LVII,12,0,Unguentum Melinum,1.55,div-50,MELINON,w-45,1,45,μελίνου σκευασία,μηλίνου σκευασία
e-63,1.56,0,DMM1046,οἰνανθίνου σκευασία,Preparation of unguent of wild vine inflorescence,,,e-63,,,1,1.56,1.56,Die Bereitung des Weinbl?then?ls,63,Chap. XLV,De l'unguent enanthin.,Libro primero,40,Cap XLII,Del Unguento Enantino,52,Liber primus,31,Cap. LVI,De Oenanthini confectione,65,,1.45,XLV,Ὠινάνθινον,OENANTHINUM,Liber primus,42,0v,Cap LV,De oenanthini compositione,De oenanthini compositione,59,Enarratio 49,"De oleo oenanthino (oleum oenanthinum, oleum ex flore labruscae, idest vitis sylvestris)",LVIII,12,0,Unguentum oenanthinum,1.56,div-51,OINANTHINON,w-46,1,46,οἰνανθίνου σκευασία,οἰνανθίνου σκευασία
e-64,1.57,0,DMM1047,τελίνου σκευασία,Preparation of unguent of fenugreek,,,e-64,,,1,1.57,1.57,Die Bereitung des Bockshorn?ls,63,Chap. XLVI,De l'unguent telin.,Libro primero,40,Cap XLIII,Del Unguento Telino,52,Liber primus,31,Cap. LVII,De Telini componendi ratione,65,,1.46,XLVI,Τήλινον,TELINUM,Liber primus,42,0v,Cap LVI,De Telini componendi ratione,De telini componendi ratione,60,Enarratio 50,"De oleo foenigreci (telinum, oleum de foenograeco)",LIX,13,6,Unguentum Telinum,1.57,div-52,TELINON,w-47,1,47,τελίνου σκευασία,τηλίνου σκευασία
e-65,1.58,0,DMM1048,σαμψουχίνου σκευασία,Preparation of unguent of marjoram,,,e-65,,,1,1.58,1.58,Die Bereitung des Majoran?ls,63,Chap. XLVII,De l'unguent sampsuchin.,Libro primero,40,Cap XLIIII,Del Unguento sampsuchino,52,Liber primus,32,Cap. LVIII,De Sampsuchini componendi,66,,1.47,XLVII,Σαμψύχινον,SAMPSUCHINUM,Liber primus,43,11r,Cap LVII,De sampsuchino,De sampsuchino,60,Enarratio 51,"De oleo sampsuchino (oleum sampsuchinum, oleum ex sampsucho, oleum ex amaraco)",LX,13,6,Unguentum sampsychinum,1.58,div-53,SAMPSUCHINON,w-48,1,48,σαμψουχίνου σκευασία,σαμψουχίνου σκευασία
e-66,1.59,0,DMM1049,ὠκιμίνου σκευασία,Preparation of unguent of basil,,,e-66,,,1,1.59,1.59,Die Bereitung des Basilicum?ls,64,Chap. XLVIII,"De l'unguent du basilic, ou ocimin.",Libro primero,41,Cap XLV,"Del Unguento Ocimino, que quiere dezir de Albahaca",53,Liber primus,32,C. LIX,De Ocimini praeparatione,66,,1.48,XLVIII,Ὠκίμινον,OCIMINUM,Liber primus,43,11r,Cap LVIII,De Ocimini compositione,De ocimini compositione,61,Enarratio 52,"De oleo ocimino (ociminum oleum, oleum de ocino, oleum de basiliconis foliis)",LXI,13,6,Unguentum ociminum,1.59,div-54,OKIMINON,w-49,1,49,ὠκιμίνου σκευασία,ὠκιμίνου σκευασία
e-67,1.60,0,DMM1050,ἀβροτονίνου σκευασία,Preparation of unguent of wormwood,,,e-67,,,1,1.60,1.60,Die Bereitung des Beifuss?ls,64,Chap. XLIX,"De l'unguent d'Auronne, ou abrotonin.",Libro primero,41,Cap XLVI,Del Unguento de Abrotano,53,Liber primus,33,Cap. LX,De Abrotonini confectione,67,,1.49,XLIX,Ἀβροτόνινον,ABROTONINUM,Liber primus,43,11r,Cap LIX,De Abrotonini compositione,De abrotonini compositione,61,Enarratio 53,De abrotonino oleo (abrotoninum oleum),LXII,13,6,Unguentum abrotoninum,1.60,div-55,ABROTONINON,w-50,1,50,ἀβροτονίνου σκευασία,ἁβροτονίνου σκευασία
e-68,1.61,0,DMM1051,ἀνηθίνου σκευασία,Preparation of unguent of dill,,,e-68,,,1,1.61,1.61,Die Bereitung des Dill?ls,64,Chap. L,De l'unguent anethin.,Libro primero,41,Cap XLVII,Del uguento Anetino,53,Liber primus,33,Cap. LXI,De Anethini componendi ratione,67,,1.50,L,Ἀνέθινον,ANETHINUM,Liber primus,43,11r,Cap LX,De Anethini compositione,De anethini compositione,61,Enarratio 54,De oleo anethino (anethinum oleum),LXIII,13,6,Unguentum anethinum,1.61,div-56,ANETHINON,w-51,1,51,ἀνηθίνου σκευασία,ἀνηθίνου σκευασία
e-69,1.62,0,DMM1052,σουσίνου σκευασία,Preparation of unguent of lily,,,e-69,,,1,1.62,1.62,Die Bereitung des susischen Salb?ls,64,Chap. LI,"De l'unguent de lis, ou susin.",Libro primero,41,Cap XLVIII,Del Unguento de Lirio Ilamado Susino,53,Liber primus,33,Cap. LXII,De Susini compositione,67,,1.51,LI,Σούσινον,SUSINUM,Liber primus,44,0v,Cap LXI,De Susini compositione,De susini compositione,62,Enarratio 55,"De oleo lilino (susinum oleum, oleum lilinum, oleum lirinum, oleum liliorum alborum)",LXIIII,13,6,Unguentum Susinum,1.62,div-57,SUSINON,w-52,1,52,σουσίνου σκευασία,σουσίνου σκευασία
e-70,1.63,0,DMM1053,ναρκίσσινον,Preparation of unguent of narcissus,,,e-70,,,1,1.63,1.63,Die Bereitung des Narzissensalb?ls,64,Chap. LII,De l'unguent narcissin.,Libro primero,42,Cap XLIX,Del Unguento del Narcisso,54,Liber primus,35,Cap. LXIII,De Narcissini mistura,69,,1.52,LII,Ναρκίσσινον,NARCISSINUM,Liber primus,44,0v,Cap LXII,De Narcissini compositione,De narcissini compositione,62,Enarratio 56,"De oleo narcissino (oleum narcissinum, oleum ex narcisso)",LXV,13,6,Unguentum narcissinum,1.63,div-58,NARCISSINON,w-53,1,53,ναρκίσσινον,ναρκίσσινον
e-71,1.64,0,DMM1054,κρόκινον,Preparation of unguent of saffron,,,e-71,,,1,1.64,1.64,Die Bereitung des Safransalb?ls,65,Chap. LIII,"De l'unguent, de saffran, ou crocin.",Libro primero,42,Cap L,"Del Unguento Crocino, que quiere dezir de Açafran",54,Liber primus,35,C. LXIIII,De Crocini confectione,69,,1.53,LIII,Κρόκινον,CROCINUM,Liber primus,45,12r,Cap LXIII,De Crocini olei compositione,De crocini olei compositione,62,Enarratio 57,De oleo crocino (oleum crocinum),LXVI,13,6,Unguentum crocinum,,,,w-54,1,54,κρόκινον,κρόκινον
e-72,1.65,0,DMM1055,κυπρίνου στύψις καὶ σκευασία,Thickening and preparation of unguent of henna,,,e-72,,,1,1.65,1.65,Die Verdichtung und Bereitung des (Lawsonien-) Hennasalb?ls,65,Chap. LIIII,"De l'unguent de troesne, ou cyprin.",Libro primero,43,Cap LI,Del Unguento Cyprino,55,Liber primus,36,Cap. LXV,De Cyprini olei spissamento ac praeparatione,70,,1.54,LIV,Κύπρινον,CYPRINUM,Liber primus,45,12r,Cap LXIIII,De Cyprini pissameto et olei compositione,De cyprini pissameto et olei compositione,62,Enarratio 58,"De oleo ligustrino (oleum cyprinum, oleum ligustrinum, oleum de alcana)",LXVII,13,6,Unguentum ciprinum,1.65,div-59,KUPRINON,w-55,1,55,κυπρίνου στύψις καὶ σκευασία,κυπρίνου στύψις καὶ σκευασία
e-73,1.66,0,DMM1056,ἰρίνου στύψις,Thickening of unguent of iris,,,e-73,,,1,1.66,1.66,Die Verdichtung des Schwertlilien?ls,65,Chap. LV,"De l'unguent de racine de flambe, ou irin.",Libro primero,43,Cap LII,Del Unguento Irino,55,Liber primus,37,Cap. LXVI,De Irini spissamento,71,,1.55,LV,Ἴρινον,IRINUM,Liber primus,46,0v,Cap LXV,De Irini spissamento,De irini spissamento,63,Enarratio 59,"De oleo irino (irinum oleum, oleum e radice iridis, oleum ireos)",LXVIII,13,6,Unguentum irium,1.66,div-60,IRINON,w-56,1,56,ἰρίνου στύψις,ἰρίνου στύψις
e-74,1.67,0,DMM1057,γλεύκινον,Unguent of new sweet wine,,,e-74,,,1,1.67,1.67,Die Bereitung des Most?ls,65,Chap. LVI,"De l'unguent faict de moust, dict gleucin.",Libro primero,44,Cap LIII,Del Gleucino Unguento,56,Liber primus,38,Cap. LXVII,De Gleucini compositione,72,,1.56,LVI,Γλεύκινον,GLEUCINUM,Liber primus,46,0v,Cap LXVI,De Gleucini compositione,De gleucini compositione,63,Enarratio 60,De gleucino sive musteo,LIX,13,6,Unguentum gleucinum,1.67,div-61,GLEUCINON,w-57,1,57,γλεύκινον,γλεύκινον
e-75,1.68,0,DMM1058,ἀμαράκινον,Unguent of marjoram,,,e-75,,,1,1.68,1.68,Amarakinon (Majoransalb?l),66,Chap. LVII,De l'unguent amaracin.,Libro primero,44,Cap LIIII,Del Amaracino Unguento,56,Liber primus,38,Cap. LXVIII,De Amaracino,72,,1.57,LVII,Ἀμαράκινον,AMARACINUM,Liber primus,46,0v,Cap LXVII,De Amaracino,De amaracino,64,Enarratio 61,"De amaracino (amaracinum oleum, oleum e parthenio, oleum de cotula foetida)",LXX,13,6,Unguentum Amaracinum,1.68,div-62,AMARAKINON,w-58,1,58,ἀμαράκινον,ἀμαράκινον
e-75,1.68,1,DMM1058,ἀμαράκινον,Unguent of marjoram,,,e-76,,,1,1.69,1.69,Megalion,66,Chap. LVIII,De l'unguent megalin.,Libro primero,44,Cap LV,Del Unguento Megalino,56,Liber primus,39,Cap. LXIX,De Megalio,73,,1.58,LVIII,Μεγαλεῖον,MEGALINUM,Liber primus,47,13r,Cap LXVIII,De Megalino,De megalino,64,Enarratio 62,De megalio (megalinum oleum),LXXI,13,6,Unguentum Megalium,1.68,div-62,AMARAKINON,w-58,1,58,ἀμαράκινον,ἀμαράκινον
e-75,1.68,2,DMM1058,ἀμαράκινον,Unguent of marjoram,,,e-77,,,1,1.70,1.70,Hedychon,66,Chap. LIX,De hedychroum.,Libro primero,45,Cap LV,Del Unguento Hedycroo,57,Liber primus,39,Cap. LXX,De Hedychroo,73,,1.59,LIX,Ἡδύχρουν,HEDYCROUM,Liber primus,47,13r,Cap LXIX,De Hedycroo,De hedycroo,64,Enarratio 63,"De hedychroo (hedychroum, hedychrum)",LXXII,14,0,Unguentum sive masma hedychrum,1.68,div-62,AMARAKINON,w-58,1,58,ἀμαράκινον,ἀμαράκινον
e-78,1.71,0,DMM1059,μετώπιον,Metopion,,,e-78,,,1,1.71,1.71,Metopion,66,Chap. LX,De l'unguent metopium.,Libro primero,45,Cap LVI,Del Metopio,57,Liber primus,39,Cap. LXXI,De Metopio,73,,1.60,LX,Μετώπιον,METOPIUM,Liber primus,47,13r,Cap LXX,De Metopio,De metopio,65,Enarratio 64,"De metopio (metopium, compositio ex galbano)",LXXIII,14,0,Unguentum Metopium,,,,w-59,1,59,μετώπιον,μετώπιον
e-78,1.71,1,DMM1059,μετώπιον,Metopion,,,e-79,,,1,1.72,1.72,Mendesion,66,Chap. LXI,De l'unguent mendesium.,Libro primero,45,Cap LVII,Del unguento Mendesio,57,Liber primus,40,Cap. LXXII,De Mendesio,74,,1.61,LXI,Μενδήσιον,MENDESIUM,Liber primus,47,13r,Cap LXXI,De Mendesio,De mendesio,65,Enarratio 65,De mendesij compositione,LXXIIII,14,0,Unguentum Mendesium,,,,w-59,1,59,μετώπιον,μετώπιον
e-80,1.73,0,DMM1060,στακτή,Stacte,,,e-80,,,1,1.73,1.73,Stakte,66,Chap. LXII,De stacte.,Libro primero,45,Cap LVIII,De la Stacte,57,Liber primus,40,Cap. LXXIII,De Stacte,74,,1.62,LXII,Στακτὴ,STACTE,Liber primus,48,0v,Cap LXXII,De Stacte,De stacte,65,Enarratio 66,"De stacte (stacte, gutta, pinguissimus flos myrhae)",LXXV,14,0,Stacte unguentum,,,,w-60,1,60,στακτή,στακτή
e-81,1.74,0,DMM1061,κιναμώμινον,Unguent of cinnamon,,,e-81,,,1,1.74,1.74,Zimmtsalb?l,67,Chap. LXIII,De l'unguent de cinnamome.,Libro primero,46,Cap LIX,Del Unguento Cinnamomino,58,Liber primus,40,Cap. LXXIIII,De Cinnamomino,74,,1.63,LXIII,Κινναμώμινον,CINNAMOMINUM,Liber primus,48,0v,Cap LXXIII,De Cinnamomino,De cinnamomino,66,Enarratio 67,De cinnamomino (oleum de cinnamomo),LXXVI,14,0,Cinnamominum ung,,,,w-61,1,61,κιναμώμινον,κιναμώμινον
e-82,1.75,0,DMM1062,νάρδινον μύρον,Unguent of spikenard,,,e-82,,,1,1.75,1.75,Nardensalb?l,67,Chap. LXIIII,De l'unguent nardin.,Libro primero,46,Cap LX,Del Nardino Unguento,58,Liber primus,41,Cap. LXXV,De Nardino unguento,75,,1.64,LXIV,Νάρδινον,NARDINUM,Liber primus,48,0v,Cap LXXIIII,Denardino unguento,Denardino unguento,66,Enarratio 68,De nardino,LXXVII,14,0,Unguentum nardinum,1.75,div-63,NARDINON MURON,w-62,1,62,νάρδινον μύρον,νάρδινον
e-83,1.76.5,0,DMM1063,μαλαβάθρινον,Unguent of the leaf of malabar,,,e-83,,,1,1.76.5,1.76.5,Jasminöl,67,Chap. LXVI,"De l'unguent de violier blanc, ou iasmin.",Libro primero,46,Cap LXII,Del Unguento Jasmino,58,,,,,,,,,,,Liber primus,48,0v,Cap LXXVI,De Jasmino,De jasmino,67,Enarratio 70,"De iasmino (iasminum, iasmininum oleum, oleum sambacinum, oleum de zambac)",LXXIX,14,0,Unguentum iasme,,,,w-63,1,63,μαλαβάθρινον,μαλαβάθρινον
e-84,1.77,0,DMM1064,σμύρνα,Myrrh,,,e-84,,,1,1.77,1.77,Myrrhe,68,Chap. LXVII,De la myrrhe.,Libro primero,47,Cap LXIII,De la Myrra,59,Liber primus,41,Cap. LXXVII,De Myrrha,75,,1.67,LXVII,Σμύρνα,MYRRHA,Liber primus,49,14r,Cap LXXVII,De Myrrha,De myrrha,68,Enarratio 71,"De myrrha (myrrha, myrrha troglodytica, belzuinum amygdalum, belzuinum candicans). Secunda myrrha caucalis (caucalis, myrrha vulgaris, officinarum myrrha, vulgo myrrha). Tertia myrrha minea (minea myrrha, gummi mineum)",LXXX,14,0,Myrrha,1.77,div-64,SMURNA,w-64,1,64,σμύρνα,σμύρνα
e-85,1.78,0,DMM1065,Βοιωτικὴ σμύρνα,Boiotian myrrh,,,e-85,,,1,1.78,1.78,B?otische Myrrhe,68,Chap. LXVII,De la myrrhe.,,,,,,Liber primus,43,Cap. LXXVIII,De Boeotica myrrha,77,,,,,,Liber primus,50,0v,Cap LXXVIII,De Boetiica myrrha,De boetiica myrrha,68,Enarratio 71,"De myrrha (myrrha, myrrha troglodytica, belzuinum amygdalum, belzuinum candicans). Secunda myrrha caucalis (caucalis, myrrha vulgaris, officinarum myrrha, vulgo myrrha). Tertia myrrha minea (minea myrrha, gummi mineum)",LXXXI,15,0,Myrrha Boetica,1.78,div-65,BOIOTIKE SMURNA,w-65,1,65,Βοιωτικὴ σμύρνα,Βοιωτιακὴ σμύρνα
e-86,1.79,0,DMM1066,στύραξ,Storax,,,e-86,,,1,1.79,1.79,Styrax,70,Chap. LXVIII,De styrax.,Libro primero,48,Cap LXIIII,Del Estoraque,60,Liber primus,43,Cap. LXXIX,De Styrace,77,,1.68,LXVIII,Στύραξ,STYRAX,Liber primus,50,0v,Cap LXXIX,De Styrace,De styrace,70,Enarratio 72,"De styrace (styrax, storax calamita)",LXXXII,15,0,Styrax,1.79,div-66,STURAX,w-66,1,66,στύραξ,στύραξ
e-87,1.80,0,DMM1067,βδέλλιον,Bdellium,,,e-87,,,1,1.80,1.80,Bdellion,71,Chap. LXIX,Du bdellium.,Libro primero,49,Cap LXV,Del Bdelio,61,Liber primus,44,Cap. LXXX,De Bdellio,78,,1.69,LXIX,Βδέλλιον,BDELLIUM,Liber primus,50,0v,Cap LXXX,De Bdelio,De bdelio,71,Enarratio 73,De bdellio (bdellium),LXXXIII,15,0,Bdellium,1.80,div-67,BDELLION,w-67,1,67,βδέλλιον,βδέλλιον
e-88,1.81,0,DMM1068,λίβανος,Frankincense,,,e-88,,,1,1.81,1.81,Weihrauch,73,Chap. LXX,De l'encens.,Libro primero,49,Cap LXVI,Del Encienso,61,Liber primus,45,Cap. LXXXI,De Thure,79,,1.70,LXX,Λίβανος,THUS,Liber primus,51,15r,Cap LXXXI,De Thure,De thure,71,Enarratio 74,"De thure (libanus, thus)",LXXXIIII,15,0,Thus,1.81,div-68,LIBANON THUS. Frankincense,w-68,1,68,λίβανος,λίβανος
e-88,1.81,1,DMM1068,λίβανος,Frankincense,,,e-89,,,1,1.82,1.82,Weihrauchrinde,73,Chap. LXXI,De l'ecorce d'encens.,Libro primero,50,Cap LXVII,De la Corteza del Encienso,62,Liber primus,46,Cap. LXXXII,De Thuris cortice,80,,1.71,LXXI,Φλοιὸς λιβάνου,CORTEX THURIS,Liber primus,52,0v,Cap LXXXII,De cortice thuris,De cortice thuris,72,Enarratio 75,"De thuris cortice (cortex thuris, cortico sum thus)",LXXXV,16,0,Cortex thuris,1.81,div-68,LIBANON THUS. Frankincense,w-68,1,68,λίβανος,λίβανος
e-88,1.81,2,DMM1068,λίβανος,Frankincense,,,e-90,,,1,1.83,1.83,Manna des Weihrauchs,73,Chap. LXXII,De la manne d'encens.,Libro primero,50,Cap LXVIII,De la Manna de Encienso,62,Liber primus,46,Cap. LXXXIII,De Manna thuris,80,,1.72,LXXII,Μάννα λιβάνου,MANNA THURIS,Liber primus,52,0v,Cap LXXXIII,De manna thuris,De manna thuris,72,Enarratio 76,"De manna thuris (manna thuris, olibanum)",LXXXVI,16,0,Manna thuris,1.81,div-68,LIBANON THUS. Frankincense,w-68,1,68,λίβανος,λίβανος
e-88,1.81,3,DMM1068,λίβανος,Frankincense,,,e-91,,,1,1.84,1.84,Weihrauchruss,73,Chap. LXXIII,De la suye d'encens.,Libro primero,50,Cap LXIX,Del hollin del Encienso,62,Liber primus,47,Cap. LXXXIIII,De Thuris fuligine,81,,1.73,LXXIII,Αἰθάλη λιβανωτοῦ,FULIGO THURIS,Liber primus,52,0v,Cap LXXXIIII,De fuligine thuris,De fuligine thuris,75,Enarratio 77,De thuris fuligine,LXXXVII,16,0,Fuligo thuris,1.81,div-68,LIBANON THUS. Frankincense,w-68,1,68,λίβανος,λίβανος
e-88,1.81,4,DMM1068,λίβανος,Frankincense,,,e-92,,,1,1.85,1.85,Bereitung des Russes,74,Chap. LXXIII,De la suye d'encens.,Libro primero,51,Cap LXX,Del Pino y de la Picea,63,Liber primus,47,Cap. LXXXV,De Fuliginis confectione,81,,,,,,Liber primus,52,0v,Cap LXXXV,De fuliginis compositione,De fuliginis compositione,75,Enarratio 77,De thuris fuligine,LXXXVIII,16,0,Fuligo myrrhae et aliorum,1.81,div-68,LIBANON THUS. Frankincense,w-68,1,68,λίβανος,λίβανος
e-93,1.86,0,DMM1069,πίτυς,Pitys pine,,,e-93,,,1,1.86,1.86,Pinie,77,Chap. LXXIIII,Du pin et du pignet.,,,,,,Liber primus,47,Cap. LXXXVI,De Pinu,81,,1.74,LXXIV,Πεύκη καὶ Πίτυς,PICEA ET PINUS,Liber primus,52,0v,Cap LXXXVI,De pinu et picea,De pinu et picea,75,Enarratio 78,"De picea arbore (picea arbor). Pinus (pinus). Pinaster (pinaster, pinus sylvestris)",LXXXIX,16,0,Picea,1.86,div-73,PITUS,w-69,1,69,πίτυς,πίτυς
e-93,1.86,1,DMM1069,πίτυς,Pitys pine,,,e-94,,,1,1.87,1.87,Pityiden,77,Chap. LXXIIII,Du pin et du pignet.,,,,,,Liber primus,48,Cap. LXXXVII,De Pityidibus,82,,,,,,Liber primus,52,0v,Cap LXXXVI,De pinu et picea,De pinu et picea,78,Enarratio 79,"De strobilis (strobili, pityides, nuclei pine)",XC,18,0,Pityides,1.86,div-73,PITUS,w-69,1,69,πίτυς,πίτυς
e-93,1.86,2,DMM1069,πίτυς,Pitys pine,,,e-95,,,1,1.88,1.88,Zapfen,77,Chap. LXXIIII,Du pin et du pignet.,,,,,,Liber primus,48,Cap. LXXXVIII,De Strobilis,82,,,,,,Liber primus,53,16r,Cap LXXXVII,De pineis nucibus,De pineis nucibus,78,Enarratio 79,"De strobilis (strobili, pityides, nuclei pine)",XCI,18,0,Nuclei pinei,1.86,div-73,PITUS,w-69,1,69,πίτυς,πίτυς
e-96,1.89,0,DMM1070,σχῖνος,Mastic,,,e-96,,,1,1.89,1.89,Schinos,84,Chap. LXXV,Du lentisque.,Libro primero,54,Cap LXXI,Del Lentisco,66,Liber primus,49,Cap. LXXXIX,De Lentisco,83,,1.75,LXXV,Σχῖνος,LENTISCUS,Liber primus,53,16r,Cap LXXXVIII,De lentisco,De lentisco,78,Enarratio 80,De lentisco (lentiscus),XCII,18,0,Lentiscus,1.89,div-76,SCHINOS,w-70,1,70,σχῖνος,σχῖνος
e-96,1.89,1,DMM1070,σχῖνος,Mastic,,,e-97,,,1,1.90,1.90,Mastixharz,,Chap. LXXV,Du lentisque.,,,,,,Liber primus,49,Cap. XC,De Resina lentiscina,83,,,,,,Liber primus,54,0v,Cap LXXXIX,De resina lentiscina,De resina lentiscina,79,Enarratio 81,"De mastiche (mastix, resina lenticina)",XCIII,18,0,Resina lentiscina,1.89,div-76,SCHINOS,w-70,1,70,σχῖνος,σχῖνος
