chapter_key,berendes_teitok_id,berendes_term,dmm_id,source_id,desmoulins_page,desmoulins_chapter,desmoulins_term,laguna_page,laguna_chapter,laguna_title,laguna_scan_id,laguna_book,wechel_page,wechel_chapter,wechel_title,wechel_scan_id,wechel_book,ruel_page_scan,ruel_folio,ruel_chapter,ruel_title_latin,ruel_title_vernacular,ruel_book,lusitanus_page,lusitanus_chapter,lusitanus_title,barbaro_page,barbaro_chapter,barbaro_term,barbaro_book,matthiolo_book,matthiolo_chapter,matthiolo_greek,matthiolo_latin,gunther_chapter,gunther_division,gunther_term,wellmann_id,wellmann_book,wellmann_chapter,wellmann_greek_lemma,beck_greek_lemma,beck_latin_lemma
1.13,e-21,Zimmt,DMM1014,DMM10131; it13,35,Chap. XIII,Du cinamome.,22,Cap XIII,Del Cinnamomo,34,Libro primero,12,Cap. XIII,De Cinnamomo,46,Liber primus,31,5r,Cap XIIII,De Cinnamomo,De cinnamomo,Liber primus,24,Enarratio 13,"De cinnamomo (cinnamomum, rugosum cinnamomum / canella)",6,0,Cinnamomum,XIII,,1.13,Κιννάμωμον,CINNAMOMUM,1.13,div-13,KINAMOMON,w-14,1,14,κινάμωμον,κινάμωμον,Cinnamon
1.14,e-22,Amomum,DMM1015,DMM10141; it14,41,Chap. XIIII,De l'amome.,23,Cap XIIII,Del Amomo,35,Libro primero,14,Cap. XIIII,De Amomo,48,Liber primus,32,0v,Cap XVI,De Amomo,De amomo,Liber primus,27,Enarratio 14,"Amomum (amomum, succedaneum amo mi, radix acori, id est, crassa galanga)",7,3,Amomum,XIIII,,1.14,Ἄμωμον,AMOMUM,1.14,div-14,AMOMON,w-15,1,15,ἄμωμον,ἄμωμον,Nepal cardamom
1.15,e-23,Kostus,DMM1016,DMM10151; it15,42,Chap. XV,Du coste.,24,Cap XV,Del Costo,36,Libro primero,15,Cap. XV,De Costo,49,Liber primus,32,0v,Cap XVII,De Costo,De costo,Liber primus,28,Enarratio 15,"Costus (costum, costus). Falsus costus (hortulana romana, menta romana, menta sarracenica, costus hortulanus / du cocq)",7,3,Costum,XV,,1.15,Κόστος,COSTUS,1.15,div-15,KOSTOS,w-16,1,16,κόστος,κόστος,Costusroot
1.16,e-24,Bartgras,DMM1017,DMM10161; it16,43,Chap. XVI,Du ionc odorant.,24,Cap XVI,Del Junco Oloroso,36,Libro primero,15,Cap. XVI,De Iunco odorato,49,Liber primus,33,6r,Cap XVIII,De odorato Junco,De odorato junco,Liber primus,30,Enarratio 16,"De schoeno (iuncus odoratus rotundus, palea camelorum / squinanta)",7,3,Iuncus odoratus,XVI,,1.16,Σχοῖνος ἀρωματικός,IUNCUS ODORATUS,1.16,div-16,SCHOINOS,w-17,1,17,σχοῖνος,σχοῖνος,Camel hay
1.17,e-25,Kalmus,DMM1018,DMM10171; it17,44,Chap. XVII,De la canne odorante.,25,Cap XVII,Del Calamo Aromatico,37,Libro primero,16,Cap. XVII,De Calamo odorato,50,Liber primus,33,6r,Cap XIX,De Calamo odorato,De calamo odorato,Liber primus,31,Enarratio 17,De calamo aromatico (calamus aromaticus),7,3,Calamus odoratus,XVII,,1.17,Κάλαμος ἀρωματικός,CALAMUS ODORATUS,,,,w-18,1,18,κάλαμος ἀρωματικός,κάλαμος ἀρωματικός,Sweet flag
1.18,e-26,Balsam,DMM1019,DMM10181; it18,46,Chap. XVIII,Du baume.,26,Cap XVIII,Del Balsamo,38,Libro primero,16,Cap. XVIII,De Balsamo,50,Liber primus,33,6r,Cap XX,De Balsamo,De balsamo,Liber primus,33,Enarratio 18,"De balsamo (balsamum, liquor balsami, lignum balsami, fructus balsami)",7,3,Balsamus,XVIII,,1.18,Βάλσαμον,BALSAMUM,1.18,div-17,BALSAMON,w-19,1,19,βάλσαμον,βάλσαμον,Mecca balsam
1.19,e-27,Aspalathos,DMM1020,DMM10191; it19,48,Chap. XIX,De l'aspalathe.,28,Cap XIX,Del Aspalato,40,Libro primero,18,Cap. XIX,De Aspalatho,52,Liber primus,34,0v,Cap XXIII,De aspalatho,De aspalatho,Liber primus,36,Enarratio 19,"De aspalatho (aspalathus, lignum rhodium, lignum aloes rhodiorum, cortex bugiae)",8,0,Aspalathus,XVIIII,,1.19,Ἀσπάλαθος,ASPALATHUS,1.19,div-18,ASPALATHOS,w-20,1,20,ἀσπάλαθος,ἀσπάλαθος,Camel’s-thorn
1.20,e-28,Bryon,DMM1021,DMM10201; it20,48,Chap. XX,De la mousse d'arbre.,28,Cap XX,Del Musco de los Arboles,40,Libro primero,19,Cap. XX,De Musco,53,Liber primus,35,7r,Cap XXIIII,De musco,De musco,Liber primus,37,Enarratio 20,"De musco arborum (bryum, muscus, usnea, arborum muscus)",8,0,Bryon,XX,,1.20,Βρύον,MUSCUS,1.20,div-19,BRUON,w-21,1,21,βρύον,βρύον,Tree moss
1.21,e-29,Agallochon,DMM1022,DMM10211; it21,51,Chap. XXI,De l'agalloche ou boi d'aloes.,30,Cap XXI,Del Agaloco,42,Libro primero,19,Cap. XXI,De Agallocho,53,Liber primus,35,7r,Cap XXV,De agallocho,De agallocho,Liber primus,40,Enarratio 21,"De agallocho (lignum aloes, lignum aquilae)",8,0,Agallochum,XXI,,1.21,Ἀγάλλοχον,AGALLOCHUM,1.21,div-20,AGALLOCHON,w-22,1,22,ἀγάλοχον,ἀγάλοχον,Aloewood/Eagle-wood
1.22,e-30,Naskaphthon,DMM1023,DMM10221; it22,52,Chap. XXII,Du narcaphthe.,30,Cap XXII,Del Nascaphto,42,Libro primero,19,Cap. XXII,De Nascaphtho,53,Liber primus,35,7r,Cap XXVI,De narcaphto,De narcaphto,Liber primus,41,Enarratio 22,"De narcaphto (narcaphthum, nascaphthum, thymiana)",9,4,Nascaphthum,XXII,,1.22,Νάρκαφθον,NARCAPHTHUM,,,,w-23,1,23,νάσκαφθον,νάσκαφθον,Nascaphthon
1.23,e-31,Kankamon,DMM1024,DMM10231; it23,52,Chap. XXIII,Du cancame.,30,Cap XXIII,Del Cancamo,42,Libro primero,19,Cap. XXIII,De Cancamo,53,Liber primus,35,7r,Cap XXVII,De Cancamo,De cancamo,Liber primus,42,Enarratio 23,De cancamo (cancamum),9,4,Cancamum,XXIII,,1.23,Κάγκαμον,CANCAMUM,1.23,div-21,KANKAMON,w-24,1,24,κάγκαμον,κάγκαμον,Bisabol
1.24,e-32,Kyphi,DMM1025,DMM10241; it24,54,Chap. XXIIII,De cyphi.,31,Cap XXIIII,Del Cyphi,43,Libro primero,20,Cap. XXIIII,De Cyphi,54,Liber primus,35,7r,Cap XXVIII,De Cyphi,De cyphi,Liber primus,43,Enarratio 24,"De cyphi (cyphi, confectio odorata dijs dicata)",9,4,Cyphi,XXIIII,,1.24,Κῦφι,CYPHI,,,,w-25,1,25,κῦφι,κῦφι,Cyphi
1.25,e-33,Safran,DMM1026,DMM10251; it25,54,Chap. XXV,Du saffran.,31,Cap XXV,Del Açafran,43,Libro primero,20,Cap. XXV,De Croco,54,Liber primus,36,0v,Cap XXIX,De croco,De croco,Liber primus,45,Enarratio 25,De croco (crocus),9,4,Crocum,XXV,,1.25,Κρόκος,CROCUM,1.25,div-22,KROKOS,w-26,1,26,κρόκος,κρόκος,Saffron
1.26,e-34,Krokomagma,DMM1027,DMM10261; it26,54,Chap. XXVI,Du crocomagme.,32,Cap XXVI,Del Crocomagma,44,Libro primero,21,Cap. XXVI,De Crocomagmate,55,Liber primus,36,0v,Cap XXX,De Crocomagnate,De crocomagnate,Liber primus,46,Enarratio 26,"De crocomagmate (crocomagma, fex olei crocini)",9,4,Crocomagma,XXVI,,1.26,Κροκόμαγμα,CROCOMAGMA,,,,w-27,1,27,κροκόμαγμα,κροκόμαγμα,Saffron residuum
1.27,e-35,Alant,DMM1028,DMM10271; it27,55,Chap. XXVII,De l'aunee.,32,Cap XXVII,Del Helenio,44,Libro primero,22,Cap. XXVII,De Helenio,56,Liber primus,37,8r,Cap XXXI,De Helenio,De helenio,Liber primus,46,Enarratio 27,"De enula campana (helentium, enula campanica, enula campatta, terminalum, verbascum idaeum / enula campana)",9,4,Helenium,XXVII,,1.27,Ἑλένιον,HELENIUM,1.27,div-23,ELENION,w-28,1,28,ἑλένιον,ἑλένιον,Elecampane
1.28,e-36,Aegyptischer Alant,DMM1029,DMM10281; it28,55,Chap. XXVII,De l'aunee.,,,,,,22,Cap. XXVIII,De Helenio Aegyptio,56,Liber primus,37,8r,Cap XXXII,De altero Helenio,De altero helenio,Liber primus,46,Enarratio 27,"De enula campana (helentium, enula campanica, enula campatta, terminalum, verbascum idaeum / enula campana)",9,4,Helenium Aegyptium,XXVIII,,,ἑλένιον αἰγυπτίον,,1.28,div-24,ELENION AIGUPTION,w-29,1,29,ἑλένιον ἄλλο,ἑλένιον ἄλλο,Another elecampane
1.29,e-37,Oel aus unreifen Oliven,DMM1030,DMM10291; it29,56,Chap. XXVIII,"De l'huile omphacin, et de tout huile en general.",33,Cap XXVIII,Del Azeyte,45,Libro primero,22,Cap. XXIX,De oleo omphacino,56,Liber primus,37,8r,Cap XXXIII,De omphacino oleo,De omphacino oleo,Liber primus,48,Enarratio 28,De oleo (oleum),10,0,Omphacinum,XXIX,,1.28,"Ὀμφάκινον, καὶ πᾶν ἔλαιον","OMPHACINUM, ET OMNE OLEUM",1.29,div-25,ELAION OMOTRIBES,w-30,1,30,ἔλαιον,ἔλαιον,Olive oil
1.30,e-38,Gew?hnliches Oel,,DMM10301; it30,56,Chap. XXVIII,"De l'huile omphacin, et de tout huile en general.",,,,,,23,Cap. XXX,De oleo communi,57,Liber primus,,,,,,,48,Enarratio 28,De oleo (oleum),10,0,Oleum ex Drupa,XXX,,,ἔλαιον κοινόν,,1.30,div-26,ELAION KOINON,,,,,,
1.31,e-39,Oel des wilden Oelbaumes,,DMM10311; it31,57,Chap. XXIX,De l'huile d'olives sauvages.,,,,,,23,Cap. XXXI,De oleo sylvestris olivae,57,Liber primus,38,v,Cap XXXIIII,De oleo sylvestris oliuae,De oleo sylvestris oliuae,Liber primus,49,Enarratio 29,De oleo oleastri (oleum oleastri),10,0,Oleum ex oleastro,XXXI,,1.29,Ἔλαιον τῆς ἀγριελαίης,OLEUM SYLVESTRIS OLIVAE,1.31,div-27,ELAION AGRIAS ELAIAS,,,,,,
1.32,e-40,Weisses Oel,,DMM10321; it32,57,Chap. XXIX,De l'huile d'olives sauvages.,,,,,,23,Cap. XXXII,Oleum candidum,57,Liber primus,,,,,,,49,Enarratio 29,De oleo oleastri (oleum oleastri),10,0,Oleum candidum,XXXII,,,ἔλαιον λευκόν,,1.32,div-28,ELAION LEUKON,,,,,,
1.33,e-41,Sikyonisches Oel,,DMM10331; it33,57,Chap. XXX,De l'huile cycionien.,,,,,,24,Cap. XXXIII,De Sicyonio oleo,58,Liber primus,38,v,Cap XXXV,De Sicyonio,De sicyonio,Liber primus,49,Enarratio 30,"De oleo albo sicyonio dicto (sicyonium oleum, oleum album ê sicyone civitate)",10,0,Oleum Sicyonium,XXXIII,,1.30,Σικυώνιον ἔλαιον,SICYONIUM OLEUM,1.33,div-29,ELAION SIKUONION,,,,,,
1.34,e-42,Der Schmutz der B?der,,DMM10341; it34,57,Chap. XXXI,Des raclures.,,,,,,24,Cap. XXXIIII,Strigmenta à balneis,58,Liber primus,38,v,Cap XXXVI,De strigmentis balnearum,De strigmentis balnearum,Liber primus,49,Enarratio 30,"De oleo albo sicyonio dicto (sicyonium oleum, oleum album ê sicyone civitate)",10,0,Strigmenta à balneis,XXXIIII,,1.31,Ῥύπος,STRIGMENTUM,1.34,div-30,RUPOS,,,,,,
1.35,e-43,Der Schmutz aus den Ringpl?tzen,,DMM10351; it35,57,Chap. XXXI,Des raclures.,,,,,,24,Cap. XXXV,Strigmenta palaestrica,58,Liber primus,,,,,,,49,Enarratio 30,"De oleo albo sicyonio dicto (sicyonium oleum, oleum album ê sicyone civitate)",10,0,Strigmenta palaestritarum,XXXV,,,ῥύπος ἐκ τῆς παλαίστρας,,1.35,div-31,RUPOS PALAISTRA,,,,,,
1.36,e-44,Der Schmutz der Turnpl?tze,,DMM10361; it36,57,Chap. XXXI,Des raclures.,,,,,,24,Cap. XXXVI,Strigmenta gymnasiorum,58,Liber primus,,,,,,,49,Enarratio 30,"De oleo albo sicyonio dicto (sicyonium oleum, oleum album ê sicyone civitate)",10,0,Strigmenta à partibus gymnasiorum,XXXVI,,,ῥύπος γυμνασίων,,1.36,div-32,RUPOS GYMNASION,,,,,,
1.37,e-45,Honig?l,DMM1031,DMM10371; it37,58,Chap. XXXII,De elaeomeli.,35,Cap XXIX,Del Oleomiel,47,Libro primero,25,Cap. XXXVII,De Elaeomelite,59,Liber primus,38,v,Cap XXXVII,De Elaeomelite,De elaeomelite,Liber primus,50,Enarratio 31,"De elaeomelle (elaeomel, oleum palmarum)",10,0,Elaeomeli,XXXVII,,1.32,Ἐλαιόμελι,ELAEOMELI,1.38,div-33,KIKINON ELAION,w-31,1,31,ἐλαιόμελι,ἐλαιόμελι,Olive tree sweet gum
1.38,e-46,Ricinus?l,DMM1032,DMM10381; it38,58,Chapitre XXXIII,De l'huile de la paulme de Christ.,35,Cap XXX,"Del Oleo Ricino, o Cicino",47,Libro primero,25,Cap. XXXVIII,De Cicino oleo,59,Liber primus,39,9r,Cap XXXVIII,De Cicino oleo,De cicino oleo,Liber primus,50,Enarratio 32,"De oleo cicino (oleum cicinum, oleum ricininum, oleum de cherua, oleum de cataputia matori, de pentadactylo)",11,5,Oleum cicinum,XXXVIII,,1.33,Κίκινον ἔλαιον,CICINUM OLEUM,1.39,div-34,ELAION AMYGDALINON,w-32,1,32,κίκινον ἔλαιον,κίκινον ἔλαιον,Castor oil
1.39,e-47,Mandel?l,DMM1033,DMM10391; it39,59,Chap. XXXIIII,De l'huile d'amandes.,36,Cap XXXI,Del Azeyte de Almendras,48,Libro primero,26,Cap. XXXIX,De Amygdalino oleo,60,Liber primus,39,9r,Cap XXXIX,De amygdalino oleo,De amygdalino oleo,Liber primus,51,Enarratio 33,De oleo amygdalarum (oleum amygdalarum amararum,11,5,Oleum amygdalinum,XXXIX,,1.34,Ἀμυγδάλινον ἔλαιον,AMYGDALINUM OLEUM,1.40,div-35,BALANINON ELAION,w-33,1,33,ἀμυγδάλινον ἔλαιον,ἀμυγδάλινον ἔλαιον,Almond oil
1.40,e-48,Behen?l,DMM1034,DMM10401; it40,59,Chap. XXXV,"De l'huile de ben, sesamin, et de noix.",36,Cap XXXII,"Del Oleo Balanino, Sesamino, y de Nuezes",48,Libro primero,26,Cap. XL,De Balanino oleo,60,Liber primus,39,9r,Cap XL,De Balanino oleo,De balanino oleo,Liber primus,52,Enarratio 34,"De oleo balanino (oleum balaninum, oleum de myrobalano, unguentaria, oleum de muce sive glande ungunentaria, oleum de ben, oleum myrepsicum). De oleo sesamino (oleum sesaminum, oleum e sesamo semine). De oleo nucis (oleum nucis inglandis, oleum nucis basilicae, oleum nucis)",11,5,Oleum balaninum,XL,,1.35,Βαλάνινον ἔλαιον,BALANINUM OLEUM,1.41,div-36,ELAION SESAMINON KAI KARUINON,w-34,1,34,βαλάνινον,βαλάνινον,Oil from the nut of the ben tree
1.41,e-49,Sesam- und Wallnuss?l,,DMM10411; it41,60,Chap. XXXVI,"De l'huile de iusquiame, de la graine de thymelee, de saffran sauvage, des semences de Réfort, de Nielle &amp; de Moutarde.",,,,,,26,Cap. XLI,Olea Sesaminum et Caryinum,60,Liber primus,39,9r,Cap XLI,De Hyosciamnio oleo,De hyosciamnio oleo,Liber primus,52,Enarratio 34,"De oleo balanino (oleum balaninum, oleum de myrobalano, unguentaria, oleum de muce sive glande ungunentaria, oleum de ben, oleum myrepsicum). De oleo sesamino (oleum sesaminum, oleum e sesamo semine). De oleo nucis (oleum nucis inglandis, oleum nucis basilicae, oleum nucis)",11,5,Olleum sesaminum; Oleum caryinum,XLI; XLII,,,ἔλαιον σησάμιον καἰ καρύϊνον,,1.42,div-37,YOSKUAMINON ELAION,,,,,,
1.42,e-50,Bilsen?l,DMM1035,DMM10421; it42,60,Chap. XXXVII,De l'huile de meurte.,37,Cap XXXIII,"De Oleo de Hyoscyamo, de Grano Gnidio, de Cartamo",49,Libro primero,27,Cap. XLII,De Hyoscyamino oleo,61,Liber primus,40,0v,Cap XL,De oleo egrano cnidio,De oleo egrano cnidio,Liber primus,53,Enarratio 35,"De oleo hyoscyamino (oleum hyoscyaminum, oleum Apollinaris herba, oleum alterci herbae)",11,5,Oleum hyoscyaminum,XLIII,,1.36,Ὑοσκυάμινον ἔλαιον,HYOSCYAMINUM OLEUM,1.43,div-38,KNIDELAION,w-35,1,35,ὑοσκυάμινον,ὑοσκυάμινον,Oil of henbane
1.43,e-51,Knidisches Oel,DMM1036,DMM10431; it43,,,,,,,,,27,Cap. XLIII,De Gnidico oleo,61,Liber primus,40,0v,Cap XLIII,De cnicino oleo,De cnicino oleo,Liber primus,44,Enarratio 36,"De oleo de grano cnidio sive gnidio (oleum de grano cnidio, oleum de grano gnidio, oleum de cocco gnidio, oleum de thimelea)",11,5,Oleum gnidium,XLIIII,,,Κνιδέλαιον,,1.44,div-39,KNIKELAION,w-36,1,36,Κνιδίου κόκκου,Κνιδίου κόκκου,Oil from berries of spurge flax
1.44,e-52,Saflor?l,,DMM10441; it44,,,,,,,,,27,Cap. XLIIII,De Cnicino oleo,61,Liber primus,,,,,,,44,Enarratio 37,"De oleo cnicino (oleum cnicimum, oleum e grano cnico, oleum e carthamo, oleum e croco hortulano)",11,5,Oleum cnicium,XLV,,,Κνικέλαιον,,1.45,div-40,RAPHANELAION,,,,,,
1.45,e-53,Rettig?l,DMM1037,DMM10451; it45,,,,,,,,,27,Cap. XLV,De Raphanino oleo,61,Liber primus,40,0v,Cap XLIIII,De rhaphanino,De rhaphanino,Liber primus,44,Enarratio 38,"De oleo raphanino (oleum raphaninum, oleum e semine radiculae, oleum e semine raphani)",11,5,Oleum raphaninum,XLVI,,,Ῥαφανέλαιον,,1.46,div-41,MELANTHELAION,w-37,1,37,ῥαφάνινον,ῥαφάνινον,Oil of radish
1.46,e-54,Schwarzk?mmel?l,,DMM10461; it46,,,,,,,,,27,Cap. XLVI,De Melanthino oleo,61,Liber primus,40,0v,Cap XLV,De melano,De melano,Liber primus,45,Enarratio 39,"De oleo e nigella (oleum de nigella, oleum melanthinum)",11,5,Oleum melanthinum,XLVII,,,μελάνθέλαιον,,1.47,div-42,SINAPELAION,,,,,,
1.47,e-55,Senf?l,DMM1038,DMM10471; it47,,,,,,,,,27,Cap. XLVII,De Sinapino oleo,61,Liber primus,40,0v,Cap XLVI,De sinapino,De sinapino,Liber primus,45,Enarratio 40,"De oleo sinapino (oleum sinapinum, oleum e sinapi). Textus quadragesimi enarratio. De oleo myrtino (oleum myrtinum, oleum myrteum)",11,5,Oleum sinapinum,XLVIII,,,Σιναπέλαιον,,1.48,div-43,MURSINELAION,w-38,1,38,σινάπινον,σινάπινον,Mustard oil
1.48,e-56,Myrten?l,DMM1039,DMM10481; it48,,,,37,Cap XXXIIII,Del Oleo Myrtino,49,Libro primero,27,Cap. XLVIII,De Myrtino oleo,61,Liber primus,40,0v,Cap XLVII,De Myrteo oleo,De myrteo oleo,Liber primus,45,Enarratio 41,"De oleo oleo myrtino (oleum myrtinum, oleum myrteum)",11,5,Oleum myrteum,XLIX,,1.37,Μυρσίνινον ἔλαιον,MYRTEUM OLEUM,1.49,div-44,DAPHNELAION,w-39,1,39,μυρσίνινον,μυρσίνινον,Oil of myrtle
1.49,e-57,Lorbeer?l,DMM1040,DMM10491; it49,61,Chap. XXXVIII,De l'huile laurin.,38,Cap XXXV,Del Oleo Laurino,50,Libro primero,28,Cap. XLIX,De Laurino oleo,62,Liber primus,40,0v,Cap XLVIII,De laurino,De laurino,Liber primus,56,Enarratio 42,De oleo laurino (oleum laurinum),11,5,Oleum laurinum,L,,1.38,Δάφνινον ἔλαιον,LAURINUM OLEUM,1.50,div-45,SCHINELAION,w-40,1,40,δάφνινον,δάφνινον,Oil of sweet bay
1.50,e-58,Oel des Mastixbaumes,DMM1041,DMM10501; it50,61,Chap. XXXIX,De l'huile de lentisque et terebinthe.,38,Cap XXXVI,"De Oleo de Lentisco, y Terebinto",50,Libro primero,28,Cap. L,De Lentiscino et Terebinthino,62,Liber primus,41,10r,Cap XLIX,De lentiscino,De lentiscino,Liber primus,56,Enarratio 43,De oleo lentiscino (oleum lentiscimum). De oleo terebinthino (oleum terebinthinum),11,5,Oleum lentiscinum; Oleum terebinthinum,LI; LII,,1.39,Σχίνινον ἔλαιον,LENTISCINUM OLEUM,1.51,div-46,MASTICHELAION,w-41,1,41,σχίνινον,σχίνινον,Oil of mastic
1.51,,Mastixharzöl,,DMM10511; it51,61,Chap. XL,De l'huile de mastic.,38,Cap XXXVII,De oleo Mastichino,50,Libro primero,29,Cap. LI,De Mastichino,63,Liber primus,,,,,,,,,,11,5,Oleum mastichinum,LIII,,1.40,Μαστίχινον ἔλαιον,MASTICHINUM OLEUM,,,,,,,,,
1.52,e-59,Die Zusammensetzung der Salb?le,DMM1042,DMM10521; it52,62,Chap. XLI,De la composition des unguens.,38,Cap XXXVIII,Como se han de preparar los unguentos,50,Libro primero,29,Cap. LII,De unguentorum compositione,63,Liber primus,41,10r,Cap L; Cap LI,De Mastichino oleo; De unguentorum ratione,De mastichino oleo; De unguentorum ratione,Liber primus,57; 58,Enarratio 44; Enarratio 45,"De oleo mastichino (mastichinum, oleum ex resina lentisci); De ungnentorum confectionibus",11,5,Unguenta in commune,LIIII,,1.41,Μύρων σύνθεσις,UNGUENTORUM COMPOSITIO,1.52,div-47,MURON SUNTHESIS,w-42,1,42,μαστίχινον,μαστίχινον,Mastic oil
1.53,e-60,Die Bereitung des Rosen?ls,DMM1043,DMM10531; it53,62,Chap. XLII,De l'unguent rosat.,38,Cap XXXIX,Del Unguento rosado,50,Libro primero,29,Cap. LIII,De Rosacei praeparatione,63,Liber primus,41,10r,Cap LII,De rosaceo,De rosaceo,Liber primus,58,Enarratio 46,De unguento sive oleo rosaceo,12,0,Unguentum rosaceum,LV,,1.42,Ῥόδινον,ROSACEUM,1.53,div-48,RHODINON,w-43,1,43,ῥοδίνου σκευασία,ῥοδίνου σκευασία,Preparation of unguent of roses
1.54,e-61,Die Bereitung des Elats?ls,DMM1044,DMM10541; it54,62,Chap. XLIII,De l'unguent elatin.,39,Cap XL,Del Unguento Elatino,51,Libro primero,30,Cap. LIIII,De Elatini confectione,64,Liber primus,42,0v,Cap LIII,De elatino,De elatino,Liber primus,59,Enarratio 47,"De oleo elatino (oleum elatinon, unguentum elatinum, unguentum e cortice palmae)",12,0,Unguentum elatinum,LVI,,1.43,Ἐλάτινον,ELATINUM,1.54,div-49,ELATINON,w-44,1,44,ἐλατίνου σκευασία,ἐλατίνου σκευασία,Preparation of unguent of date palm
1.55,e-62,Die Bereitung des Quitten?ls,DMM1045,DMM10551; it55,63,Chap. XLIIII,De l'unguent melin.,39,Cap XLI,Del Melino,51,Libro primero,31,Cap. LV,De Melini compositione,65,Liber primus,42,0v,Cap LIIII,De Melino,De melino,Liber primus,59,Enarratio 48,"De oleo melino (oleum melinum, oleum ex malis cotoneis, oleum de malis citonijs, vel cidonijs)",12,0,Unguentum Melinum,LVII,,1.44,Μήλινον,MELINUM,1.55,div-50,MELINON,w-45,1,45,μελίνου σκευασία,μελίνου σκευασία,Preparation of unguent of quince
1.56,e-63,Die Bereitung des Weinbl?then?ls,DMM1046,DMM10561; it56,63,Chap. XLV,De l'unguent enanthin.,40,Cap XLII,Del Unguento Enantino,52,Libro primero,31,Cap. LVI,De Oenanthini confectione,65,Liber primus,42,0v,Cap LV,De oenanthini compositione,De oenanthini compositione,Liber primus,59,Enarratio 49,"De oleo oenanthino (oleum oenanthinum, oleum ex flore labruscae, idest vitis sylvestris)",12,0,Unguentum oenanthinum,LVIII,,1.45,Ὠινάνθινον,OENANTHINUM,1.56,div-51,OINANTHINON,w-46,1,46,οἰνανθίνου σκευασία,οἰνανθίνου σκευασία,Preparation of unguent of wild vine inflorescence
1.57,e-64,Die Bereitung des Bockshorn?ls,DMM1047,DMM10571; it57,63,Chap. XLVI,De l'unguent telin.,40,Cap XLIII,Del Unguento Telino,52,Libro primero,31,Cap. LVII,De Telini componendi ratione,65,Liber primus,42,0v,Cap LVI,De Telini componendi ratione,De telini componendi ratione,Liber primus,60,Enarratio 50,"De oleo foenigreci (telinum, oleum de foenograeco)",13,6,Unguentum Telinum,LIX,,1.46,Τήλινον,TELINUM,1.57,div-52,TELINON,w-47,1,47,τελίνου σκευασία,τελίνου σκευασία,Preparation of unguent of fenugreek
1.58,e-65,Die Bereitung des Majoran?ls,DMM1048,DMM10581; it58,63,Chap. XLVII,De l'unguent sampsuchin.,40,Cap XLIIII,Del Unguento sampsuchino,52,Libro primero,32,Cap. LVIII,De Sampsuchini componendi,66,Liber primus,43,11r,Cap LVII,De sampsuchino,De sampsuchino,Liber primus,60,Enarratio 51,"De oleo sampsuchino (oleum sampsuchinum, oleum ex sampsucho, oleum ex amaraco)",13,6,Unguentum sampsychinum,LX,,1.47,Σαμψύχινον,SAMPSUCHINUM,1.58,div-53,SAMPSUCHINON,w-48,1,48,σαμψουχίνου σκευασία,σαμψουχίνου σκευασία,Preparation of unguent of marjoram
1.59,e-66,Die Bereitung des Basilicum?ls,DMM1049,DMM10591; it59,64,Chap. XLVIII,"De l'unguent du basilic, ou ocimin.",41,Cap XLV,"Del Unguento Ocimino, que quiere dezir de Albahaca",53,Libro primero,32,C. LIX,De Ocimini praeparatione,66,Liber primus,43,11r,Cap LVIII,De Ocimini compositione,De ocimini compositione,Liber primus,61,Enarratio 52,"De oleo ocimino (ociminum oleum, oleum de ocino, oleum de basiliconis foliis)",13,6,Unguentum ociminum,LXI,,1.48,Ὠκίμινον,OCIMINUM,1.59,div-54,OKIMINON,w-49,1,49,ὠκιμίνου σκευασία,ὠκιμίνου σκευασία,Preparation of unguent of basil
1.60,e-67,Die Bereitung des Beifuss?ls,DMM1050,DMM10601; it60,64,Chap. XLIX,"De l'unguent d'Auronne, ou abrotonin.",41,Cap XLVI,Del Unguento de Abrotano,53,Libro primero,33,Cap. LX,De Abrotonini confectione,67,Liber primus,43,11r,Cap LIX,De Abrotonini compositione,De abrotonini compositione,Liber primus,61,Enarratio 53,De abrotonino oleo (abrotoninum oleum),13,6,Unguentum abrotoninum,LXII,,1.49,Ἀβροτόνινον,ABROTONINUM,1.60,div-55,ABROTONINON,w-50,1,50,ἀβροτονίνου σκευασία,ἀβροτονίνου σκευασία,Preparation of unguent of wormwood
